"VersionEffective","PartNumber","PROPERTY","ValuePrior","ValueCurrent","ChangeReason"
"2.79","LP392492-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP392494-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP39277-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP39304-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP393163-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP393164-1","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP393165-8","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP393166-6","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP393167-4","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP393245-8","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP393347-2","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP393349-8","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP393352-2","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP393353-0","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP393354-8","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP393356-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP393357-1","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP393358-9","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP393360-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP393361-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP393362-1","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP393394-4","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP393902-4","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP394011-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP394012-1","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP394013-9","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP394014-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP394015-4","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP39404-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP39422-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP39442-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP39492-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP39498-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP39550-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP39558-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP39601-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP39627-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP39634-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP39687-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP39704-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP39720-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP39739-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP39826-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP398979-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP398980-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP398981-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP398983-9","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP398985-4","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP398986-2","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP398987-0","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP398988-8","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP398989-6","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP399175-1","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP399184-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP399195-9","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP39922-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP39930-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP40026-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP40051-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP40082-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP40098-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP40116-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP40122-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP40140-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP40216-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP40229-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP402537-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404131-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404132-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404133-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404134-1","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404135-8","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404136-6","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404138-2","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404139-0","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404140-8","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404141-6","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404142-4","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404143-2","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404144-0","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404145-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404146-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404147-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404148-1","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404149-9","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404150-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404151-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404153-1","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404154-9","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404155-6","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404156-4","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404157-2","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404158-0","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404159-8","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404160-6","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404168-9","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404169-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404170-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404171-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404172-1","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404174-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404175-4","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404176-2","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404177-0","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404178-8","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404179-6","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404180-4","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404181-2","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404183-8","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404184-6","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404185-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404186-1","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404187-9","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404188-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404189-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404272-9","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP404274-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP410915-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP410917-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP410925-4","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP411179-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP411287-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP411448-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP411681-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP416130-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP417870-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP418205-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP418206-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP418404-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP418441-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP418577-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP419653-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP419655-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP419656-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP419726-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP420085-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP420087-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP420088-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP420090-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP420091-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP420093-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP420094-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP420096-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP420193-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP421299-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP421481-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP422529-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP422677-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP422885-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP426970-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP426971-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP426973-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP426974-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP426976-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP426978-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP426979-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP426983-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP427074-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP427281-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP427282-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP427283-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP427284-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP427313-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP427314-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP427460-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP427461-1","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP427462-9","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP427463-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP428241-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP428279-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP428366-1","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP428525-2","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP428620-1","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP428814-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP429972-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP429973-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP429974-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP430015-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP430017-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP430018-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP430027-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP430028-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP430334-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP431306-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP432826-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP432828-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP433064-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP433164-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP434107-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP434140-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP434169-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP434276-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP435380-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP435471-0","STATUS","ACTIVE","DEPRECATED",""
"2.79","LP435472-8","STATUS","ACTIVE","DEPRECATED",""
"2.79","LP435474-4","STATUS","ACTIVE","DEPRECATED",""
"2.79","LP435828-1","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP435829-9","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP435918-0","STATUS","ACTIVE","DEPRECATED",""
"2.79","LP436271-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP436493-3","STATUS","ACTIVE","DEPRECATED",""
"2.79","LP436915-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP437065-8","STATUS","ACTIVE","DEPRECATED",""
"2.79","LP437066-6","STATUS","ACTIVE","DEPRECATED",""
"2.79","LP437381-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP437386-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP437388-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP437390-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP437508-7","STATUS","ACTIVE","DEPRECATED",""
"2.79","LP437636-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP437645-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP437739-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP437786-9","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP437787-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP437788-5","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP437793-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP437962-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP438210-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP438269-5","STATUS","INACTIVE","ACTIVE",""
"2.79","LP438298-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP438300-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP438305-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP438612-6","STATUS","ACTIVE","DEPRECATED",""
"2.79","LP438657-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP438658-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP438660-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP438664-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP438880-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP438881-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP439258-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP439259-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP440632-0","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP440729-4","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP440821-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP440913-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP441168-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP441357-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP441362-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP442266-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP442343-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP442344-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP442478-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP442479-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP442480-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP442481-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP442486-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP442487-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP442523-9","STATUS","ACTIVE","DEPRECATED",""
"2.79","LP442637-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP442676-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP443092-4","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP443104-7","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP443182-3","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP443183-1","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP443184-9","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP443185-6","STATUS","ACTIVE","DEPRECATED","Obsolete"
"2.79","LP443214-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP62096-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP62820-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP62821-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP63670-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP63671-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP65131-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP66399-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP67163-3","STATUS","ACTIVE","INACTIVE",""
"2.79","LP67167-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP67168-2","STATUS","ACTIVE","INACTIVE",""
"2.79","LP67169-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP67170-8","STATUS","ACTIVE","INACTIVE",""
"2.79","LP67171-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP67172-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP6767-0","STATUS","ACTIVE","INACTIVE",""
"2.79","LP69200-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP69848-7","STATUS","ACTIVE","INACTIVE",""
"2.79","LP71348-4","STATUS","ACTIVE","INACTIVE",""
"2.79","LP71774-1","STATUS","ACTIVE","INACTIVE",""
"2.79","LP74450-5","STATUS","ACTIVE","INACTIVE",""
"2.79","LP89998-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP90001-6","STATUS","ACTIVE","INACTIVE",""
"2.79","LP90014-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP90033-9","STATUS","ACTIVE","INACTIVE",""
"2.79","LP99295-5","STATUS","ACTIVE","INACTIVE",""
